name,wins,losses,draws,total_fights,win_rate,height_cm,reach_in_cm,ape_index,stance,sig_striking_accuracy,takedown_accuracy
Loik Radzhabov,18,6,1,25.0,0.72,180.34,175.26,0.9718309859154929,Orthodox,44.0,57.0
Billy Quarantillo,18,7,0,25.0,0.72,177.8,177.8,1.0,Orthodox,54.0,24.0
Nate Landwehr,18,7,0,25.0,0.72,175.26,182.88,1.0434782608695652,Orthodox,45.0,41.0
Sumudaerji,18,7,0,25.0,0.72,172.72,182.88,1.0588235294117647,Southpaw,52.0,11.0
David Heath,18,7,0,25.0,0.72,180.34,182.88,1.0140845070422535,Orthodox,30.0,50.0
Lorenz Larkin,18,6,0,25.0,0.72,180.34,182.88,1.0140845070422535,Orthodox,46.0,42.0
Tony Gravely,23,9,0,32.0,0.71875,165.1,175.26,1.0615384615384615,Orthodox,48.0,41.0
Derek Brunson,23,9,0,32.0,0.71875,185.42,195.58,1.0547945205479454,Southpaw,47.0,33.0
Stevie Ray,23,9,0,32.0,0.71875,177.8,177.8,1.0,Southpaw,44.0,46.0
Kuniyoshi Hironaka,23,9,0,32.0,0.71875,177.8,177.8,1.0,Orthodox,40.0,30.0
Brian Ebersole,51,18,1,71.0,0.7183098591549296,182.88,185.42000000000002,1.013888888888889,Southpaw,49.0,23.0
Demian Maia,28,11,0,39.0,0.717948717948718,185.42,182.88,0.9863013698630138,Southpaw,43.0,24.0
Stefan Struve,33,13,0,46.0,0.717391304347826,210.82,213.36,1.0120481927710845,Orthodox,47.0,46.0
Nick Thompson,38,14,1,53.0,0.7169811320754716,185.42,187.96,1.0136986301369864,Orthodox,42.0,100.0
Daniel Spohn,15,6,0,21.0,0.7142857142857143,193.04,200.66,1.0394736842105263,Southpaw,49.0,0.0
Loma Lookboonmee,10,4,0,14.0,0.7142857142857143,154.94,154.94,1.0,Orthodox,55.0,50.0
Zach Reese,10,3,0,14.0,0.7142857142857143,193.04,195.58,1.0131578947368423,Switch,54.0,61.0
Alex Garcia,15,6,0,21.0,0.7142857142857143,175.26,182.88,1.0434782608695652,Orthodox,31.0,52.0
Carlton Minus,10,3,0,14.0,0.7142857142857143,177.8,190.5,1.0714285714285714,Orthodox,40.0,0.0
Miguel Baeza,10,4,0,14.0,0.7142857142857143,187.96,187.96,1.0,Orthodox,49.0,22.0
Amanda Lemos,15,5,1,21.0,0.7142857142857143,162.56,165.1,1.015625,Southpaw,55.0,62.0
Andy Enz,10,4,0,14.0,0.7142857142857143,190.5,198.12,1.04,Orthodox,23.0,0.0
Felipe Colares,10,4,0,14.0,0.7142857142857143,172.72,175.26,1.0147058823529411,Orthodox,45.0,24.0
Xavier Franklin,5,1,0,7.0,0.7142857142857143,167.64,167.64000000000001,1.0000000000000002,Southpaw,33.0,0.0
Ali Bagautinov,15,6,0,21.0,0.7142857142857143,162.56,165.1,1.015625,Orthodox,42.0,36.0
Logan Urban,5,1,0,7.0,0.7142857142857143,182.88,182.88,1.0,Orthodox,66.0,0.0
Pete Rodriguez,5,2,0,7.0,0.7142857142857143,175.26,180.34,1.028985507246377,Switch,43.0,0.0
Mirko Filipovic,35,11,2,49.0,0.7142857142857143,187.96,185.42000000000002,0.9864864864864865,Southpaw,50.0,40.0
James Wallace,5,2,0,7.0,0.7142857142857143,177.8,175.26,0.9857142857142857,Orthodox,28.0,0.0
Elisha Ellison,5,2,0,7.0,0.7142857142857143,182.88,198.12,1.0833333333333335,Orthodox,33.0,0.0
Cat Zingano,10,4,0,14.0,0.7142857142857143,167.64,172.72,1.0303030303030303,Southpaw,61.0,65.0
Giga Chikadze,15,6,0,21.0,0.7142857142857143,182.88,187.96,1.027777777777778,Orthodox,42.0,33.0
Gadzhimurad Antigulov,20,8,0,28.0,0.7142857142857143,180.34,177.8,0.9859154929577465,Orthodox,55.0,36.0
Jairzinho Rozenstruik,15,6,0,21.0,0.7142857142857143,187.96,198.12,1.054054054054054,Orthodox,48.0,0.0
Sheldon Westcott,10,3,1,14.0,0.7142857142857143,185.42,180.34,0.9726027397260275,Southpaw,40.0,37.0
Ihor Potieria,20,8,0,28.0,0.7142857142857143,190.5,190.5,1.0,Southpaw,50.0,18.0
Nick Catone,10,4,0,14.0,0.7142857142857143,182.88,182.88,1.0,Southpaw,44.0,44.0
Dylan Salvador,5,2,0,7.0,0.7142857142857143,175.26,175.26,1.0,Southpaw,37.0,0.0
Frankie Perez,10,4,0,14.0,0.7142857142857143,180.34,185.42000000000002,1.028169014084507,Orthodox,41.0,41.0
Armando Villarreal,5,2,0,7.0,0.7142857142857143,170.18,167.64000000000001,0.9850746268656717,Southpaw,55.0,25.0
Renato Moicano,20,7,1,28.0,0.7142857142857143,180.34,182.88,1.0140845070422535,Orthodox,48.0,41.0
Robelis Despaigne,5,2,0,7.0,0.7142857142857143,200.66,213.36,1.0632911392405064,Orthodox,59.0,0.0
Isabela de Padua,5,2,0,7.0,0.7142857142857143,160.02,162.56,1.0158730158730158,Orthodox,35.0,66.0
Ricardo Lamas,20,8,0,28.0,0.7142857142857143,172.72,180.34,1.0441176470588236,Orthodox,47.0,33.0
Zach Makovsky,20,8,0,28.0,0.7142857142857143,162.56,162.56,1.0,Southpaw,43.0,30.0
Louie Sutherland,10,4,0,14.0,0.7142857142857143,190.5,193.04,1.0133333333333332,Orthodox,60.0,0.0
Leonardo Damiani,10,3,1,14.0,0.7142857142857143,177.8,175.26,0.9857142857142857,Orthodox,23.0,0.0
Masuto Kawana,10,4,0,14.0,0.7142857142857143,167.64,175.26,1.0454545454545454,Orthodox,41.0,55.0
Andrey Pulyaev,10,4,0,14.0,0.7142857142857143,193.04,198.12,1.0263157894736843,Southpaw,56.0,16.0
Salim Touahri,10,4,0,14.0,0.7142857142857143,177.8,182.88,1.0285714285714285,Orthodox,46.0,0.0
Carla Esparza,20,8,0,28.0,0.7142857142857143,154.94,160.02,1.0327868852459017,Orthodox,39.0,36.0
Mana Martinez,10,4,0,14.0,0.7142857142857143,177.8,177.8,1.0,Orthodox,48.0,42.0
Richie Vaculik,10,4,0,14.0,0.7142857142857143,167.64,175.26,1.0454545454545454,Orthodox,46.0,45.0
Justin Lawrence,10,4,0,14.0,0.7142857142857143,172.72,170.18,0.9852941176470589,Orthodox,35.0,28.0
Antonina Shevchenko,10,4,0,14.0,0.7142857142857143,172.72,170.18,0.9852941176470589,Southpaw,55.0,42.0
Sulangrangbo,10,4,0,14.0,0.7142857142857143,175.26,167.64000000000001,0.9565217391304349,Southpaw,48.0,0.0
Billy Brand,5,2,0,7.0,0.7142857142857143,167.64,165.1,0.9848484848484849,Orthodox,25.0,0.0
Josiane Nunes,10,4,0,14.0,0.7142857142857143,157.48,170.18,1.0806451612903227,Southpaw,43.0,0.0
Tre'ston Vines,10,4,0,14.0,0.7142857142857143,185.42,200.66,1.082191780821918,Orthodox,0.0,0.0
Miles Johns,15,5,0,21.0,0.7142857142857143,170.18,172.72,1.0149253731343284,Orthodox,44.0,26.0
Braxton Smith,5,2,0,7.0,0.7142857142857143,180.34,182.88,1.0140845070422535,Orthodox,48.0,0.0
Viktor Pesta,10,4,0,14.0,0.7142857142857143,190.5,195.58,1.0266666666666668,Orthodox,36.0,28.0
Eliot Marshall,10,4,0,14.0,0.7142857142857143,187.96,195.58,1.0405405405405406,Orthodox,27.0,33.0
Randall Wallace,15,6,0,21.0,0.7142857142857143,180.34,185.42000000000002,1.028169014084507,Orthodox,38.0,50.0
Ramon Taveras,10,4,0,14.0,0.7142857142857143,172.72,177.8,1.0294117647058825,Southpaw,43.0,0.0
Igor Araujo,25,9,0,35.0,0.7142857142857143,185.42,195.58,1.0547945205479454,Orthodox,42.0,15.0
Shogo Sato,5,1,0,7.0,0.7142857142857143,170.18,167.64000000000001,0.9850746268656717,Southpaw,25.0,0.0
Mike Swick,15,6,0,21.0,0.7142857142857143,185.42,195.58,1.0547945205479454,Orthodox,37.0,50.0
Joshua Wang-Kim,5,2,0,7.0,0.7142857142857143,175.26,180.34,1.028985507246377,Switch,40.0,100.0
Matthew Lopez,10,4,0,14.0,0.7142857142857143,170.18,175.26,1.0298507462686566,Southpaw,50.0,60.0
Davi Ramos,10,4,0,14.0,0.7142857142857143,167.64,177.8,1.0606060606060608,Orthodox,37.0,40.0
Feng Xiaocan,10,4,0,14.0,0.7142857142857143,170.18,170.18,1.0,Southpaw,49.0,100.0
Nick Urso,10,3,0,14.0,0.7142857142857143,167.64,167.64000000000001,1.0000000000000002,Southpaw,45.0,0.0
Thomas Petersen,10,4,0,14.0,0.7142857142857143,185.42,187.96,1.0136986301369864,Southpaw,58.0,50.0
Chandler Cole,10,4,0,14.0,0.7142857142857143,177.8,182.88,1.0285714285714285,Orthodox,60.0,0.0
Isis Verbeek,5,2,0,7.0,0.7142857142857143,162.56,162.56,1.0,Orthodox,43.0,0.0
Jessica Aguilar,20,8,0,28.0,0.7142857142857143,160.02,160.02,1.0,Orthodox,50.0,25.0
Brok Weaver,15,6,0,21.0,0.7142857142857143,182.88,185.42000000000002,1.013888888888889,Southpaw,64.0,10.0
Rainn Guerrero,5,2,0,7.0,0.7142857142857143,167.64,165.1,0.9848484848484849,Orthodox,33.0,100.0
Brad Riddell,10,4,0,14.0,0.7142857142857143,170.18,180.34,1.0597014925373134,Orthodox,53.0,36.0
Nadia Kassem,5,2,0,7.0,0.7142857142857143,165.1,167.64000000000001,1.0153846153846156,Southpaw,41.0,33.0
Barb Honchak,10,4,0,14.0,0.7142857142857143,162.56,165.1,1.015625,Orthodox,30.0,0.0
Leandro Silva,20,6,1,28.0,0.7142857142857143,175.26,182.88,1.0434782608695652,Orthodox,48.0,37.0
Antonio Carvalho,15,6,0,21.0,0.7142857142857143,175.26,177.8,1.0144927536231885,Orthodox,29.0,0.0
Shamil Abdurakhimov,20,8,0,28.0,0.7142857142857143,190.5,193.04,1.0133333333333332,Orthodox,44.0,23.0
Priya Sharma,5,2,0,7.0,0.7142857142857143,154.94,149.86,0.9672131147540984,Orthodox,16.0,0.0
Kevin Jousset,10,4,0,14.0,0.7142857142857143,187.96,190.5,1.0135135135135134,Orthodox,51.0,40.0
Chris Curtis,32,12,0,45.0,0.7111111111111111,177.8,190.5,1.0714285714285714,Orthodox,50.0,0.0
Gilbert Burns,22,9,0,31.0,0.7096774193548387,177.8,180.34,1.0142857142857142,Orthodox,48.0,37.0
Joe Riggs,44,17,0,62.0,0.7096774193548387,182.88,177.8,0.9722222222222223,Southpaw,51.0,55.0
Chris Gutierrez,22,7,2,31.0,0.7096774193548387,175.26,170.18,0.9710144927536233,Orthodox,57.0,30.0
Song Kenan,22,9,0,31.0,0.7096774193548387,182.88,180.34,0.9861111111111112,Orthodox,46.0,30.0
Tom Niinimaki,22,8,1,31.0,0.7096774193548387,175.26,175.26,1.0,Orthodox,54.0,46.0
Rob Font,22,9,0,31.0,0.7096774193548387,172.72,180.34,1.0441176470588236,Orthodox,45.0,30.0
Matt Lindland,22,9,0,31.0,0.7096774193548387,182.88,187.96,1.027777777777778,Southpaw,50.0,48.0
Simeon Thoresen,17,6,1,24.0,0.7083333333333334,185.42,200.66,1.082191780821918,Orthodox,43.0,40.0
Antonio Monteiro,17,5,1,24.0,0.7083333333333334,170.18,177.8,1.0447761194029852,Orthodox,49.0,33.0
Kyle Nelson,17,6,1,24.0,0.7083333333333334,180.34,180.34,1.0,Switch,45.0,23.0
Alan Jouban,17,7,0,24.0,0.7083333333333334,182.88,185.42000000000002,1.013888888888889,Southpaw,50.0,44.0
Daniel Barez,17,7,0,24.0,0.7083333333333334,167.64,167.64000000000001,1.0000000000000002,Orthodox,49.0,28.0
Marc Diakiese,17,7,0,24.0,0.7083333333333334,177.8,185.42000000000002,1.042857142857143,Orthodox,40.0,43.0
Zak Ottow,17,7,0,24.0,0.7083333333333334,180.34,182.88,1.0140845070422535,Orthodox,36.0,29.0
David Zawada,17,7,0,24.0,0.7083333333333334,182.88,190.5,1.0416666666666667,Orthodox,41.0,33.0
Enrique Barzola,17,5,2,24.0,0.7083333333333334,170.18,177.8,1.0447761194029852,Orthodox,41.0,45.0
Mike Pierce,17,7,0,24.0,0.7083333333333334,172.72,180.34,1.0441176470588236,Orthodox,42.0,42.0
Sean McCorkle,17,7,0,24.0,0.7083333333333334,200.66,205.74,1.0253164556962027,Orthodox,44.0,40.0
Alonzo Menifield,17,6,1,24.0,0.7083333333333334,182.88,193.04,1.0555555555555556,Orthodox,53.0,31.0
Hatsu Hioki,29,10,2,41.0,0.7073170731707317,180.34,185.42000000000002,1.028169014084507,Orthodox,42.0,56.0
Darren Elkins,29,12,0,41.0,0.7073170731707317,177.8,180.34,1.0142857142857142,Orthodox,38.0,34.0
Aaron Phillips,12,5,0,17.0,0.7058823529411765,175.26,180.34,1.028985507246377,Southpaw,53.0,50.0
Koya Kanda,12,5,0,17.0,0.7058823529411765,175.26,190.5,1.0869565217391306,Southpaw,41.0,18.0
Mark Vologdin,12,4,1,17.0,0.7058823529411765,160.02,165.1,1.0317460317460316,Orthodox,52.0,0.0
Batgerel Danaa,12,5,0,17.0,0.7058823529411765,170.18,177.8,1.0447761194029852,Orthodox,36.0,50.0
Rui Imura,12,5,0,17.0,0.7058823529411765,177.8,175.26,0.9857142857142857,Southpaw,33.0,20.0
Edivan Santos,12,3,1,17.0,0.7058823529411765,193.04,198.12,1.0263157894736843,Orthodox,48.0,0.0
Gabe Green,12,5,0,17.0,0.7058823529411765,177.8,185.42000000000002,1.042857142857143,Switch,45.0,50.0
Batgerel Danaa,12,5,0,17.0,0.7058823529411765,170.18,177.8,1.0447761194029852,Orthodox,36.0,50.0
Dennis Buzukja,12,5,0,17.0,0.7058823529411765,175.26,177.8,1.0144927536231885,Switch,43.0,27.0
Jack Hermansson,24,10,0,34.0,0.7058823529411765,185.42,195.58,1.0547945205479454,Orthodox,45.0,29.0
TJ Laramie,12,5,0,17.0,0.7058823529411765,167.64,167.64000000000001,1.0000000000000002,Orthodox,50.0,33.0
Anton Kuivanen,24,10,0,34.0,0.7058823529411765,172.72,182.88,1.0588235294117647,Orthodox,38.0,100.0
Lazar Stojadinovic,12,5,0,17.0,0.7058823529411765,170.18,172.72,1.0149253731343284,Southpaw,29.0,0.0
Kazula Vargas,12,5,0,17.0,0.7058823529411765,172.72,180.34,1.0441176470588236,Southpaw,53.0,25.0
Victor Altamirano,12,5,0,17.0,0.7058823529411765,172.72,177.8,1.0294117647058825,Switch,53.0,38.0
Mitch Gagnon,12,5,0,17.0,0.7058823529411765,165.1,165.1,1.0,Southpaw,46.0,25.0
Markus Perez,12,5,0,17.0,0.7058823529411765,185.42,185.42000000000002,1.0000000000000002,Orthodox,47.0,25.0
Don Shainis,12,5,0,17.0,0.7058823529411765,167.64,170.18,1.0151515151515154,Orthodox,50.0,25.0
Thibault Gouti,12,5,0,17.0,0.7058823529411765,177.8,182.88,1.0285714285714285,Orthodox,34.0,80.0
Rodolfo Bellato,12,3,1,17.0,0.7058823529411765,190.5,190.5,1.0,Orthodox,59.0,35.0
Vince Murdock,12,4,0,17.0,0.7058823529411765,167.64,162.56,0.9696969696969698,Orthodox,21.0,0.0
Matt Mitrione,12,5,0,17.0,0.7058823529411765,190.5,208.28,1.0933333333333333,Switch,50.0,0.0
Katsunori Kikuno,24,8,2,34.0,0.7058823529411765,172.72,167.64000000000001,0.9705882352941178,Orthodox,40.0,75.0
Aaron Simpson,12,5,0,17.0,0.7058823529411765,182.88,185.42000000000002,1.013888888888889,Orthodox,52.0,34.0
Mark Bocek,12,5,0,17.0,0.7058823529411765,172.72,190.5,1.1029411764705883,Orthodox,43.0,36.0
Anthony Pettis,24,10,0,34.0,0.7058823529411765,177.8,182.88,1.0285714285714285,Orthodox,47.0,50.0
Danilo Belluardo,12,5,0,17.0,0.7058823529411765,182.88,187.96,1.027777777777778,Southpaw,61.0,100.0
Jamahal Hill,12,4,0,17.0,0.7058823529411765,193.04,200.66,1.0394736842105263,Southpaw,51.0,0.0
Riki Fukuda,24,9,0,34.0,0.7058823529411765,182.88,185.42000000000002,1.013888888888889,Southpaw,43.0,43.0
Fabricio Werdum,24,9,1,34.0,0.7058823529411765,193.04,195.58,1.0131578947368423,Orthodox,52.0,31.0
Vitor Miranda,12,5,0,17.0,0.7058823529411765,185.42,195.58,1.0547945205479454,Orthodox,45.0,55.0
Diego Sanchez,31,13,0,44.0,0.7045454545454546,177.8,182.88,1.0285714285714285,Southpaw,37.0,24.0
Diego Sanchez,31,13,0,44.0,0.7045454545454546,177.8,182.88,1.0285714285714285,Southpaw,37.0,24.0
Julian Erosa,31,13,0,44.0,0.7045454545454546,185.42,187.96,1.0136986301369864,Southpaw,48.0,43.0
Francimar Barroso,19,7,0,27.0,0.7037037037037037,185.42,190.5,1.0273972602739727,Orthodox,52.0,24.0
Dustin Ortiz,19,8,0,27.0,0.7037037037037037,165.1,165.1,1.0,Orthodox,44.0,36.0
Rob McCullough,19,8,0,27.0,0.7037037037037037,175.26,175.26,1.0,Orthodox,36.0,100.0
Shawn Jordan,19,8,0,27.0,0.7037037037037037,182.88,190.5,1.0416666666666667,Southpaw,50.0,38.0
Liang Na,19,8,0,27.0,0.7037037037037037,165.1,170.18,1.0307692307692309,Orthodox,42.0,58.0
Charlie Brenneman,19,8,0,27.0,0.7037037037037037,177.8,177.8,1.0,Orthodox,56.0,42.0
Rousimar Palhares,19,8,0,27.0,0.7037037037037037,172.72,180.34,1.0441176470588236,Orthodox,51.0,45.0
Thiago Silva,19,6,0,27.0,0.7037037037037037,187.96,187.96,1.0,Orthodox,50.0,47.0
Tyron Woodley,19,7,1,27.0,0.7037037037037037,175.26,187.96,1.0724637681159421,Orthodox,48.0,40.0
Jacare Souza,26,10,0,37.0,0.7027027027027027,185.42,182.88,0.9863013698630138,Orthodox,47.0,39.0
Maimaitituoheti Keremuaili,26,11,0,37.0,0.7027027027027027,167.64,167.64000000000001,1.0000000000000002,Orthodox,52.0,33.0
Tony Ferguson,26,11,0,37.0,0.7027027027027027,180.34,193.04,1.0704225352112675,Orthodox,45.0,35.0
Gleison Tibau,33,14,0,47.0,0.7021276595744681,177.8,180.34,1.0142857142857142,Southpaw,31.0,53.0
Alistair Overeem,47,19,0,67.0,0.7014925373134329,193.04,203.2,1.0526315789473684,Orthodox,64.0,55.0
Bevon Lewis,7,3,0,10.0,0.7,190.5,200.66,1.0533333333333332,Orthodox,43.0,0.0
Ivana Petrovic,7,3,0,10.0,0.7,172.72,177.8,1.0294117647058825,Southpaw,41.0,38.0
Zac Pauga,7,3,0,10.0,0.7,187.96,193.04,1.027027027027027,Orthodox,62.0,7.0
Justin Sumter,7,3,0,10.0,0.7,187.96,203.2,1.081081081081081,Southpaw,48.0,100.0
Themba Gorimbo,14,6,0,20.0,0.7,185.42,195.58,1.0547945205479454,Orthodox,60.0,65.0
Takanori Gomi,35,14,0,50.0,0.7,170.18,177.8,1.0447761194029852,Southpaw,41.0,65.0
Ty Flores,7,3,0,10.0,0.7,190.5,185.42000000000002,0.9733333333333334,Switch,37.0,9.0
Shaun Etchell,7,3,0,10.0,0.7,170.18,172.72,1.0149253731343284,Switch,0.0,100.0
Junior Albini,14,6,0,20.0,0.7,190.5,187.96,0.9866666666666667,Orthodox,51.0,37.0
Deron Winn,7,3,0,10.0,0.7,167.64,177.8,1.0606060606060608,Orthodox,44.0,52.0
Anderson Dos Santos,21,9,0,30.0,0.7,165.1,177.8,1.076923076923077,Orthodox,25.0,14.0
Kenny Florian,14,6,0,20.0,0.7,177.8,187.96,1.0571428571428572,Southpaw,40.0,33.0
Jimmy Crute,14,4,2,20.0,0.7,187.96,187.96,1.0,Orthodox,52.0,52.0
Cheyanne Vlismas,7,3,0,10.0,0.7,160.02,160.02,1.0,Switch,50.0,33.0
Reza Madadi,14,6,0,20.0,0.7,180.34,185.42000000000002,1.028169014084507,Orthodox,46.0,33.0
Sean Pierson,14,6,0,20.0,0.7,182.88,193.04,1.0555555555555556,Southpaw,39.0,18.0
Will Campuzano,14,6,0,20.0,0.7,175.26,177.8,1.0144927536231885,Orthodox,31.0,45.0
Chris Horodecki,21,7,1,30.0,0.7,175.26,175.26,1.0,Orthodox,41.0,55.0
Joaquim Silva,14,6,0,20.0,0.7,172.72,175.26,1.0147058823529411,Southpaw,43.0,50.0
Jarjis Danho,7,1,1,10.0,0.7,190.5,187.96,0.9866666666666667,Orthodox,50.0,16.0
Kwon Wonil,14,6,0,20.0,0.7,177.8,180.34,1.0142857142857142,Orthodox,39.0,0.0
Shane Campbell,14,6,0,20.0,0.7,182.88,180.34,0.9861111111111112,Orthodox,59.0,28.0
Jared Gordon,21,8,0,30.0,0.7,175.26,172.72,0.9855072463768116,Orthodox,53.0,32.0
Melissa Croden,7,3,0,10.0,0.7,175.26,172.72,0.9855072463768116,Orthodox,48.0,50.0
SeungGuk Choi,7,3,0,10.0,0.7,167.64,162.56,0.9696969696969698,Orthodox,42.0,27.0
Drako Rodriguez,7,3,0,10.0,0.7,172.72,175.26,1.0147058823529411,Orthodox,36.0,66.0
Micol Di Segni,7,3,0,10.0,0.7,160.02,152.4,0.9523809523809523,Orthodox,40.0,0.0
Garett Whiteley,7,3,0,10.0,0.7,182.88,182.88,1.0,Orthodox,48.0,0.0
Reyes Cortez Jr.,7,3,0,10.0,0.7,170.18,172.72,1.0149253731343284,Orthodox,45.0,11.0
Efrain Escudero,28,12,0,40.0,0.7,175.26,180.34,1.028985507246377,Orthodox,44.0,40.0
Scott Holtzman,14,6,0,20.0,0.7,175.26,175.26,1.0,Orthodox,47.0,56.0
Nick Hein,14,5,0,20.0,0.7,167.64,167.64000000000001,1.0000000000000002,Southpaw,35.0,33.0
Joachim Christensen,14,6,0,20.0,0.7,190.5,193.04,1.0133333333333332,Orthodox,41.0,0.0
Rico Farrington,7,3,0,10.0,0.7,193.04,200.66,1.0394736842105263,Southpaw,41.0,0.0
Stephanie Luciano,7,2,1,10.0,0.7,167.64,165.1,0.9848484848484849,Orthodox,42.0,71.0
Per Eklund,14,5,1,20.0,0.7,177.8,182.88,1.0285714285714285,Orthodox,61.0,11.0
Jared Hamman,14,6,0,20.0,0.7,190.5,190.5,1.0,Orthodox,42.0,46.0
Ed Ratcliff,7,3,0,10.0,0.7,177.8,180.34,1.0142857142857142,Orthodox,38.0,16.0
Aleksandar Rakic,14,6,0,20.0,0.7,193.04,198.12,1.0263157894736843,Orthodox,50.0,21.0
Lorenzo Hood,14,5,0,20.0,0.7,190.5,203.2,1.0666666666666667,Southpaw,61.0,0.0
Allan Begosso,7,2,1,10.0,0.7,165.1,167.64000000000001,1.0153846153846156,Orthodox,40.0,0.0
Mark Munoz,14,6,0,20.0,0.7,182.88,180.34,0.9861111111111112,Orthodox,51.0,29.0
Junior Dos Santos,21,9,0,30.0,0.7,193.04,195.58,1.0131578947368423,Orthodox,47.0,50.0
Frank Trigg,21,9,0,30.0,0.7,175.26,180.34,1.028985507246377,Southpaw,46.0,47.0
Bryan Caraway,21,9,0,30.0,0.7,172.72,172.72,1.0,Orthodox,34.0,25.0
Ty Flores,7,3,0,10.0,0.7,190.5,185.42000000000002,0.9733333333333334,Switch,37.0,9.0
Wanderlei Silva,35,13,1,50.0,0.7,180.34,187.96,1.0422535211267605,Orthodox,40.0,53.0
Cody Stamann,21,8,1,30.0,0.7,167.64,162.56,0.9696969696969698,Orthodox,46.0,37.0
Shelton Graves,7,3,0,10.0,0.7,187.96,193.04,1.027027027027027,Southpaw,69.0,57.0
Miranda Granger,7,3,0,10.0,0.7,170.18,172.72,1.0149253731343284,Orthodox,47.0,0.0
Jonathan Wilson,7,3,0,10.0,0.7,187.96,190.5,1.0135135135135134,Southpaw,48.0,100.0
Dennis Hallman,53,20,2,76.0,0.6973684210526315,175.26,182.88,1.0434782608695652,Orthodox,44.0,30.0
Jared Gooden,23,10,0,33.0,0.696969696969697,182.88,195.58,1.0694444444444446,Orthodox,48.0,45.0
Michael Chandler,23,10,0,33.0,0.696969696969697,172.72,180.34,1.0441176470588236,Orthodox,49.0,41.0
Rogerio Nogueira,23,10,0,33.0,0.696969696969697,187.96,190.5,1.0135135135135134,Southpaw,35.0,44.0
Damon Jackson,23,8,1,33.0,0.696969696969697,180.34,180.34,1.0,Switch,42.0,32.0
Chris Barnett,23,10,0,33.0,0.696969696969697,175.26,190.5,1.0869565217391306,Orthodox,47.0,0.0
Jack Marshman,23,10,0,33.0,0.696969696969697,182.88,185.42000000000002,1.013888888888889,Orthodox,25.0,0.0
Wilson Reis,23,10,0,33.0,0.696969696969697,162.56,165.1,1.015625,Southpaw,29.0,42.0
Zhang Lipeng,23,9,1,33.0,0.696969696969697,180.34,180.34,1.0,Southpaw,48.0,30.0
Alejandro Perez,23,9,1,33.0,0.696969696969697,167.64,170.18,1.0151515151515154,Orthodox,35.0,22.0
Calvin Kattar,23,10,0,33.0,0.696969696969697,180.34,182.88,1.0140845070422535,Orthodox,37.0,29.0
Paul Daley,39,15,2,56.0,0.6964285714285714,175.26,193.04,1.1014492753623188,Orthodox,47.0,40.0
Kitt Campbell,16,7,0,23.0,0.6956521739130435,185.42,185.42000000000002,1.0000000000000002,Orthodox,53.0,10.0
Tarec Saffiedine,16,7,0,23.0,0.6956521739130435,177.8,177.8,1.0,Switch,47.0,36.0
Carlos Condit,32,14,0,46.0,0.6956521739130435,187.96,190.5,1.0135135135135134,Orthodox,39.0,46.0
Lauren Murphy,16,7,0,23.0,0.6956521739130435,165.1,170.18,1.0307692307692309,Orthodox,38.0,24.0
Shane Nelson,16,7,0,23.0,0.6956521739130435,175.26,177.8,1.0144927536231885,Southpaw,31.0,18.0
Vanilto Antunes,16,7,0,23.0,0.6956521739130435,182.88,182.88,1.0,Orthodox,48.0,0.0
Todd Moore,16,7,0,23.0,0.6956521739130435,175.26,180.34,1.028985507246377,Southpaw,26.0,14.0
Carmelo Marrero,16,6,0,23.0,0.6956521739130435,182.88,185.42000000000002,1.013888888888889,Orthodox,34.0,36.0
Trevin Giles,16,7,0,23.0,0.6956521739130435,182.88,187.96,1.027777777777778,Orthodox,54.0,50.0
Kurt Pellegrino,16,7,0,23.0,0.6956521739130435,172.72,177.8,1.0294117647058825,Orthodox,43.0,54.0
Takashi Sato,16,7,0,23.0,0.6956521739130435,177.8,185.42000000000002,1.042857142857143,Southpaw,41.0,37.0
Elizeu Zaleski dos Santos,25,10,1,36.0,0.6944444444444444,180.34,185.42000000000002,1.028169014084507,Orthodox,41.0,20.0
Dan Hardy,25,10,0,36.0,0.6944444444444444,182.88,187.96,1.027777777777778,Orthodox,35.0,35.0
Mike Wilkinson,9,4,0,13.0,0.6923076923076923,170.18,167.64000000000001,0.9850746268656717,Orthodox,38.0,14.0
Charles Johnson,18,8,0,26.0,0.6923076923076923,175.26,177.8,1.0144927536231885,Switch,49.0,20.0
Chepe Mariscal,18,7,0,26.0,0.6923076923076923,170.18,175.26,1.0298507462686566,Orthodox,55.0,39.0
Dylan Andrews,18,7,0,26.0,0.6923076923076923,185.42,187.96,1.0136986301369864,Switch,50.0,50.0
Cortavious Romious,9,4,0,13.0,0.6923076923076923,162.56,172.72,1.0625,Southpaw,38.0,66.0
Ben Alloway,18,8,0,26.0,0.6923076923076923,180.34,193.04,1.0704225352112675,Orthodox,49.0,50.0
SeongChan Hong,9,2,0,13.0,0.6923076923076923,170.18,175.26,1.0298507462686566,Orthodox,55.0,0.0
Trevor Peek,9,3,0,13.0,0.6923076923076923,175.26,177.8,1.0144927536231885,Switch,53.0,50.0
Greg Soto,9,4,0,13.0,0.6923076923076923,180.34,185.42000000000002,1.028169014084507,Orthodox,63.0,27.0
Nora Cornolle,9,4,0,13.0,0.6923076923076923,170.18,170.18,1.0,Orthodox,55.0,11.0
Melissa Gatto,9,2,2,13.0,0.6923076923076923,165.1,175.26,1.0615384615384615,Orthodox,49.0,28.0
